"Doodle Jump FREE","Lima Sky","Play this FREE version of the mega-hit game Doodle Jump and find out for yourself what millions of players around the world already know:DOODLE JUMP IS INSANELY ADDICTIVE!""From prime-time sitcoms (BIG BANG THEORY) to late night TV (JIMMY FALLON) to a fashion accessory for pop stars (LADY GAGA), Doodle Jump is EVERYWHERE! It's a cultural craze, a hot new trend!"" - CBS Evening News""possibly the best iPhone game ever created"" - Touch Arcade""Doodle Jump was Angry Birds before Angry Birds"" - Macrumors.com::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::In Doodle Jump, you guide Doodle the Doodler—using some of the most subtle and accurate tilt controls in existence—on a springy journey up, up, up a sheet of graph paper, picking up jet packs, avoiding black holes, and blasting baddies with nose balls along the way.Laugh with delight as Doodle blows past other players' actual score markers scribbled in the margins. And be warned: this game is insanely addictive.::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::If you enjoy Doodle Jump FREE with its 4 super cool themes, you will LOVE the FULL VERSION Doodle Jump, which has 10 awesome themes, multiplayer racing, global and friends leaderboards, achievements, store, outfits, and much much more...","Free","Games","24.7 MB","Lima Sky","3 and a half stars","16 Ratings","https://itunes.apple.com/us/app/doodle-jump-free/id456355158?mt=8""
"
"You Need A Map","GrangerFX","If you get lost or in an emergency, YOU NEED A MAP! A map that works everywhere even without a cell phone signal. A map that shows not just roads but also terrain, streams, lakes and other landmarks. A map that covers the entire USA, all 50 states. Sure, your iPhone has a great built in map but all it takes is one wrong turn and you could find yourself stuck in the snow behind a locked gate with no cell phone signal. What is the fastest way back to the highway? Should you go forwards or back? Is there a better road just a short distance away? Is there a raging stream or an steep cliff between you and the road? YOU NEED A MAP! You Need A Map is a huge application. It has to be. It contains every mountain, hill, stream, lake, pond, freeway, highway, local road and track from two large online databases compressed into a 2GB app. In addition it contains many buildings, trails, railways, points of interest and polygon features. It has everything you need to find out where you are and what is around you anywhere in the USA. Most navigation apps on the iPhone must transfer their maps from servers on the internet. This can be slow in areas with only 2G coverage or completely unavailable in wilderness areas where a map would be most useful. You Need A Map solves this problem by rendering maps directly on your iPhone. This extremely fast high quality software renderer is the first of its kind for mobile devices. As you move, you will generate a track file which you can replay. You can also import GPX tracks generated in other programs and play them. While recording or playing a track, the map will be centered on the current location and rotated towards the direction of travel and rendered in 3D with silky smooth animation. When playing a track, you can speed up, slow down, pause, restart or skip to the end. Send your GPX tracks to other apps or e-mail them.Want to learn more about a map feature? Click the target icon to display its name, feature type, urban area, state, elevation and coordinates. You will also see a bearing line back to your current GPS location or from your location to a selected waypoint. The status will display the bearing direction and distance along with the map and GPS elevation, the track length, and your current speed and direction of travelYou Need A Map uses the same code as Scenic Map and has most of the same features. These include many map customization options, customizable waypoints, direction and bearing information, a smooth scrolling moving map display while driving or flying, city search and much more. You can also get the full feature set of Scenic Map with an in-app purchase.Documentation, detailed coverage maps, installation guide and blog are available on ScenicMap.com You Need A Map covers the entire USA including all 50 states Map data © OpenStreetMap and contributors under the Open Database LicenseYou Need A Map supports GPS tracking while the app is in the background. Caution: Continued use of GPS running in the background can dramatically decrease battery life.","Free","Navigation","1.99 GB","Mark Granger","3 and a half stars","11 Ratings","https://itunes.apple.com/us/app/you-need-a-map/id415545903?mt=8""
"
"Bible Verses:","Skol Games LLC","Inspiring Bible Verses & Photos! 1000's of the best verses! Get inspired, use as wallpapers, share with friends!• Amazing Bible Verses!• Share Photos, Go Social!• Inspire, Save, Love!• Daily Devotional!Bible Verses about Love, Faith, Heaven, Salvation, Good, Life, its all here!This app is advertising supported. Thank you! Want to remove your photos from our directory?  Please contact us at support-apps@skolgames.com and send us your web page and photo links.","Free","Reference","5.5 MB","Skol Games LLC","5 stars","87 Ratings","https://itunes.apple.com/us/app/bible-verses/id642058826?mt=8""
"
"Jelly Jump","Ketchapp","Little jellies need you more than ever before! They keep drowning over and over again. Only you can keep them safe...Jump higher, survive longer and never give up!Collect little jelly blobs and craft new jellies out of them. Challenge your friends in this ambitious game!","Free","Games","45.7 MB","Ketchapp","4 and a half stars","177 Ratings","https://itunes.apple.com/us/app/jelly-jump/id955327604?mt=8""
"
"ShopStyle - Shopping Made Easy!","POPSUGAR Inc.","Shopping for that new shoe or dress? Want to know if it comes in another color and if it’s on sale? ShopStyle will help you find and compare millions of products from all your favorite brands, retailers, and stores. When you just want to browse, you can save your favorite clothing, shoes, bags, jewelry, and beauty items and add them to wish lists. ShopStyle will alert you when the price drops on your favorites. Wallet beware, your shopping search just got easier.See who says we’re the go-to shopping site:“Just do your research on ShopStyle for that particular item to make sure you’re getting the best price.” - Harper’s Bazaar“Search on Shopstyle.com and enlist a personal shopper for help.” - Wall Street Journal“If you know the style name of an item, use ShopStyle.com to make sure you're getting it for the lowest price. The tool searches hundreds of online retailers and displays every site where the item's available, and for how much.” - Glo MSN“Search for your item on ShopStyle, then sort by price. If a better deal or version of what you’re seeking is out there, these sources will find it in a flash.” - Refinery 29“ShopStyle has an amazing search function with easy to use filters. You can search thousands of designers and stores quickly and efficiently, save items to a Favorites list and set up sale alerts.” - Boston Herald“For the avid shopper who doesn’t always have the time to keep tabs on the latest trends and best sales, ShopStyle searches a huge database of online stores to help you browse the latest fashions.” –BabbleWhether you're filling your wardrobe wish list, hunting for a great deal, or just browsing the latest trends, ShopStyle is the perfect way to get your shopping fix on the go.KEY FEATURES:BROWSE.  Browse the latest fashions by brand or category including women, men, bags, shoes, furniture and kids clothing.   SEARCH.  Use our keyword search feature to search within the category you’re viewing or across all products. REFINE.  Our search filters make it easy to find exactly what you are looking for.  Whether browsing the dress category or searching for patent leather pumps, use our filters to quickly narrow down your search results by Brand, Store, Size, Color, Price and/or Sale. Also sort by Lowest Price, Highest Price, Most Popular, Most Favorites and Newest. BUY.  ShopStyle lets you purchase directly from the retailer.  Click the “Buy” button on any product and go straight to the store’s purchase page.  The top left ""back"" button will take you right back to the products you were browsing on ShopStyle.FAVORITES.  See an item you love and don't want to forget it?  Click the heart beneath any item to save it to your favorites.  View all of your favorites at once. SALE ALERTS: We'll let you know when your favorite brands and products go on sale.  Click the ""Sale Alert"" button to create a sale alert for that item or for that brand/category.FACEBOOK, TWITTER, EMAIL, PINTEREST:  Post, tweet, email, or pin your favorite products to your friends, your family, or yourself. UK, FRANCE, GERMANY, AUSTRALIA, CANADA, JAPAN: See the latest in fashion and home decor from our international retailers.  These products will appear automatically if you're in these countries, or switch country from the settings page.","Free","Lifestyle","35.9 MB","POPSUGAR Inc.","3 and a half stars","9248 Ratings","https://itunes.apple.com/us/app/shopstyle-shopping-made-easy!/id314673827?mt=8""
"
"Keek","Keek Inc.","Share A Peek Into The World.Over 73 million users love Keek! It's a fun and simple way to log your life, meet new people and stay in touch with friends.Keek is the easiest way to capture and share short video updates with your smartphone, tablet or laptop. It's simple to use, extremely fast and 100% free.FEATURES • Watch & share videos with users from around the world• Instant sharing to Facebook, Twitter, Tumblr & Google+• Exchange private messages with video & text• Private group video chat with up to 36 friends at once• Switch to front and back camera while recording (iPhone5 only)• Import video from camera roll• Save videos and upload them later• Zoom while recording (iPhone4S, iPhone5 and iPod5)• Post text and video comments• Customizable activity stream• Subscribe to your favorites• Unlimited free video uploads• And much much more...---For more information about our social video sharing platform visit www.keek.com/about","Free","Social Networking","56.3 MB","Keek Inc.","4 stars","9 Ratings","https://itunes.apple.com/us/app/keek/id453298978?mt=8""
"
"Crunchyroll - Watch Anime & Drama Now!","Crunchyroll, Inc.","*** Now with Chromecast support *** Watch over 25,000 episodes and 15,000 hours of latest and hottest Anime 1-hour after TV broadcast! Enjoy the current season and catch up on classic episodes of your favorite shows like Naruto Shippuden, Attack on Titan, Bleach, Kill la Kill, Blue Exorcist, Hunter X Hunter, and many more. Start watching your favorite Anime immediately for free (no membership required), or experience Premium membership FREE during a 7 day trial. Sign up in the Crunchyroll App now! With a Premium membership, enjoy the following features:- No ads- Watch newest episodes 1-hour after airing in Japan- Access to HD and DVD quality videos- - Watch on PS3, PS4, PS Vita, Wii U, Xbox 360, Xbox One, Apple TV, Roku, and more Using in-app purchase for recurring billing makes it easier than ever to subscribe to Crunchyroll’s premium service. In-App Purchase information:- Subscribe to Premium for only $6.99 per month. (Amount in USD in US App Store)- When you have confirmed purchasing the subscription, your iTunes Account will automatically be charged.- The subscription automatically renews unless auto-renew is turned off at least 24-hours before the end of the current period. You can manage subscriptions and turn off auto-renewal by going to Account Settings after purchase.- Your iTunes Account will be charged $6.99 monthly for renewal within 24-hours prior to the end of the current period.- The current subscription cannot be cancelled during active subscription period.- You can find our Privacy Policy at http://www.crunchyroll.com/privacy and Terms of Service at http://www.crunchyroll.com/tos Crunchyroll licenses all its content directly and legally to bring you the best and most recent shows from Asia and support the content creators. Not available in Japan.Check local listings for availability.","Free","Entertainment","13.1 MB","Crunchyroll Inc.","3 and a half stars","99 Ratings","https://itunes.apple.com/us/app/crunchyroll-watch-anime-drama/id329913454?mt=8""
"
"FastMall - Shopping Malls, Community & Interactive Maps","MindSmack","Now you can navigate any mall map WITHOUT the need for GPS or WIFI. Once you download any mall map you can get interactive navigation even without an Internet signal!!!NOW AVAILABLE IN SPANISH!!!As seen in NY Times, Scobleizer, Techcrunch, Gizmodo, LA Times, Star Tribune, Mashable, AdAge, Pioneer Press & 100's more. Now in 22 countries around the world.FastMall™ is a truly exciting, helpful interactive experience and community that allows you to find, then be guided turn by turn to restrooms, stores and restaurants at shopping malls around the world all without using GPS or WIFI.Remember where you parked your car, add a text, photo or video review of anything you would like and share it with the world, check in at the mall or stores you love and of course shake your iPhone to locate and then be taken to the nearest restroom!Use a baby stroller? Use a wheelchair? FastMall™ allows you to select ELEVATORS ONLY as an option so you can easily get around the mall!50+ features.All of the largest shopping malls in the US, UK, Canada, France and more with full interactive map directories to navigate through, turn by turn.Many new malls just added, check FastMall.com and click malls.Want your mall added? Let us know and be a part of the fastest growing iPhone shopping community in the world. --Download all of our apps including Pixies - Fun With Photos, Toy Store Delivery Truck, ZombieSmack, Mayan Temple - Secret of the Golden Turtle and many more. See all of our apps @ http://www.appstore.com/MindSmackLike us @ http://www.Facebook.com/MindSmackGamesFollow us @ http://www.Twitter.com/MindSmackGamesThanks and have fun!","Free","Navigation","6.3 MB","MindSmack, LLC","2 and a half stars","7 Ratings","https://itunes.apple.com/us/app/fastmall-shopping-malls-community/id340656157?mt=8""
"
"Health & Fitness Magazine Replica","Dennis Publishing Ltd","Health & Fitness provides the modern, health conscious woman with everything she needs in order to stay fit, healthy and happy. With expert advice from the world's leading health professionals Health & Fitness is full of useful and motivational information whatever your fitness levels or goals.Back issues and future issues are available for purchase within the App.Future issues are also available through the following auto-renewing subscription:-12 Issues (1 Year) at £24.99 / $32.99-6 Issues (6 months) at £12.99 / $16.99-3 Issues (3 months) at £6.99 / $8.99The subscription will include the current issue if you do not already own it and subsequently published future issues. Payment will be charged to your iTunes Account at confirmation of purchase. This subscription will automatically renew unless auto-renew is turned off at least 24-hours before the end of the current period, your account will be charged for renewal within 24-hours prior to the end of the current period. The cost of the renewal will match the initial subscription price.You may turn off auto-renewing subscriptions by going to your user’s Account Settings after purchase. No cancellation of the current subscription is allowed during your active subscription period. Please find our Terms and Conditions and Privacy Policy here: http://www.pixelmags.com/t+c/current/","Free","Health & Fitness","13.3 MB","Dennis Publishing Limited","2 stars","255 Ratings","https://itunes.apple.com/us/app/health-fitness-magazine-replica/id468666845?mt=8""
"
"Full Horoscope","Apps BG","#1 TOP HOROSCOPE APP IN THE USA WITH MORE THAN 1,000,000 DOWNLOADS!================I like it I'm very happy with it and check in pretty much everyday....best one I found on Apple.- ShivapruIt think this app is.....Absolutely Phenomenal - Cam_Da_Man123================Check and share your daily, weekly or monthly  horoscope - Easy & Free! Zodiac description is also included! Now you can check your dogscope or catscope and many many more!What will the stars tell you today?New: * Daily Green* Daily Astroslam* Weekly Romantic* Weekly Business* Monthly Romantic* Monthly Business24 DIFFERENT TYPES OF HOROSCOPES!Notification when the horoscope is available!iOS 8 Widget!","Free","Health & Fitness","6.1 MB","Apps BG SLLC","4 stars","22 Ratings","https://itunes.apple.com/us/app/full-horoscope/id407729716?mt=8""
"
"FaxFile - send fax from phone","Actual Software Inc.","Send fax from phone. FaxFile sends fax files or documents, including PDF files, from your iPhone or iPad to any fax number in the USA/Canada and to most international locations. Send a fax from an iPhone as simply as selecting a file and entering the fax number.FaxFile supports sending via fax PDF and Microsoft office Word documents (.doc or .docx). It can also send as a fax images in PNG and JPG formats - this enables you to fax images from your iPhone's, iPad's or iTouch's camera.You will need to purchase fax credits through the app store to send a fax. Fax credits are not refundable in whole or in part (bad numbers still cost us).We will automatically retry faxes that don't go through initially - no additional charge and you don't need to do anything.Supports sending a fax to contacts or typed in fax numbers for a one-off fax.There is no monthly subscription required in order to send faxes. NOTE: for international faxes, check the price in the application before purchasing credits to verify that the countries you care about are supported.If a fax fails to go through PLEASE call the number and verify that a fax machine is actually answering. This is the number one problem with failed faxes. Don't rely on ""of course the fax machine is working"".Fax formats of image files (photos of documents) takes quite a while to send as a fax.Allow at least 3 minutes per page to fax if you are sending a scan or image (photo) file.Requires network access.  Supports Dropbox, Drive, etc.","Free","Business","7.4 MB","Actual Software Inc.","4 and a half stars","616 Ratings","https://itunes.apple.com/us/app/faxfile-send-fax-from-phone/id672100118?mt=8""
"
