"True Food","True Food Network","Did you know that up to 70% of packaged foods on our supermarket shelves contain genetically modified (GM) ingredients?  Today, thousands of products on supermarket shelves are made with ingredients from genetically modified (also known as genetically engineered [GE]) crops. But GM foods are not labeled in the U.S., despite warnings from doctors and scientists that these foods may not be safe in the diet or the environment. So what’s an American consumer to do? Go behind the label and get the facts on genetically modified foods! The True Food Shoppers Guide gives you valuable information on common GM ingredients, brands to look for—and look out for—and common sense tips to keep you in the know and help you find and avoid GM ingredients wherever you shop.The Center for Food Safety’s True Food Shoppers Guide was compiled because you have the right to know what’s in your food! We compiled the Shoppers Guide primarily from direct communications with food producers. In some cases, we received company policy statements from consumers who passed these on to us. In addition to written statements, we spoke to many company representatives to clarify or assess their position. Products on the RED list contain ingredients that come from the most common GE crops (corn, soy, canola, cotton). Companies with products on this list have confirmed that their products may have or are likely to be made with GE ingredients, or have not denied using GE foods when given the opportunity to do so. Companies on the GREEN list have made a concerted effort to avoid GE ingredients and have company policies asserting their position on avoiding GE foods.Features-Our “Four Simple Tips” section gives you easy ways to avoid genetically modified ingredients in any product-“What’s New” brings you an always-updated feed of the Center for Food Safety’s latest news and campaign developments on GMOs and other important food issues. You can even share these articles and announcement with your friends on Facebook, Twitter, Digg and more, right from the app!-Our “Action” center brings you our latest action alerts on simple things you can do to demand True Food!-“Supermarkets and GMOs” lists major supermarket chains across the US and their policies on GMOs and rbGH use. Here you can find non-gmo and rbGH-free store brands, and supermarkets that are entirely non-gmo in their private-label brands!-You can browse the Shoppers Guide by category (16 categories in all) in a simple “Green” and “Red” list format, or search for products by brand name or food type-The Shoppers Guide also includes the ability to call or email companies listed in the “Red” (those who do not avoid GM ingredients in their products) to let them know you will not buy their products until they drop GMOs-Learn about the risks of gm crops and foods, the benefits of and where to buy organics, gm crops in development, rbGH, and more in “More Info”-Join the CFS True Food Network or our new Mobile Activists list and get updates and action alerts on the most pressing food issues via email or text message! We are over 100,000 members strong, and growing. Add your voice!-Connect with the CFS True Food Network on Facebook, Twitter, and YouTube While the app contains a lot of brand information, we could not possibly include every brand in the country. If there is a certain brand you see at the supermarket, or purchase often, that is not included in the Guide, just send us an email from the app and we’ll include it in our next update! Please note that the Guide only includes a few organic brands as Certified Organic products are not allowed to be produced from gm crops.The CFS True Food Shoppers Guide app was developed by Twinkle Toes Software: http://www.twinkletoesoftware.com/portfolio.html","Free","Food & Drink","5.8 MB","Center for Food Safety","3 and a half stars","7 Ratings","https://itunes.apple.com/us/app/true-food/id379459607?mt=8""
"
"Solar Walk™ Free - Planets of the Solar System","Vito Technology Inc.","***Over 6 million users!****** Featured in Best Apps three years in a row *** *** National Parenting Publications Awards (NAPPA) - GOLD winner in the Educational Tools for Parents and Children category! *** *** A Parents’ Choice Gold Award Winner *** ATTENTION: This free demo version is limited to the Saturnian system of moons and rings. Full access to all solar system objects is available through In-App purchase.Remember building a solar system in high school? Cups and papier-mache balls are in the past, because Solar Walk is an interactive orrery that shows all planets and satellites of the solar system in their correct positions in real time.This 3D solar system model lets you navigate between planets, see their positions on a specific date, explore how they move and why. You will see the entire Milky Way galaxy from a far and zoom in to study all the planets and satellites in close-up, learn their trajectories, inner structures, history of their exploration, and geography.Every planet has extensive information: size, mass, orbital velocity, exploratory missions, thickness of structural layers, and composition of atmosphere.“Can’t-miss app.” - Mashable“Solar Walk serves up a visually impressive 3D model of our solar system. Set against a haunting, atmospheric soundscape, the app shows planets and satellites in their correct positions, and offers mini movies, facts and other related tidbits.” - TNW“This jaw-dropping app provides a wholly interactive 3D model of our solar system, one that’s had me hooked for days. It’s the kind of thing you can imagine a science teacher using in the classroom of the future — except that we don’t have to wait.” “Zoom from Mercury to Pluto (which makes the cut in this app), passing each planet’s moons along the way. Because Solar Walk knows what time it is, the planets are in proper orientation to the Sun: Earth is dark where it is currently night and gradually lightens to daytime on the other side.” - NY TimesMAIN FEATURES:Planets: Sun, Mercury,Venus, Earth, Mars, Jupiter, Saturn, Uranus, Neptune, PlutoMoons: Phobos, Deimos, Callisto, Ganymede, Europa, Io, Hyperion, Iapetus, Titan, Rhea, Dione, Tethys, Enceladus, Mimas, Oberon, Titania, Umbriel, Ariel, Miranda, Triton, Larissa, Proteus, Nereid, CharonDwarf planets and asteroids: Ceres, Makemake, Haumea, Sedna, Eris, ErosComets: Hale-Bopp, Borrelly, Halley’s Comet, Ikeya-ZhangMissions and satellites*: Curiosity, Luna 17, Apollo 11, Apollo 17, Hubble Launch, SEASAT, ERBS, ISS, Aqua, Envisat, Suzaku, Daichi, CORONAS-Photon Educational movies*: size comparison, Earth’s cycles, solar eclipse, moon phases, tidal phenomena, major circles of latitude, zodiacal constellations, Cassini-Huygens mission*Available through In-App Purchase","Free","Reference","256 MB","Vito Technology Inc.","3 stars","34 Ratings","https://itunes.apple.com/us/app/solar-walk-free-planets-solar/id559702509?mt=8""
"
"Anti Mosquito - Sonic Repeller","Pico Brothers","Going on Holiday, Don't let mosquitoes ruin it!  Featured in NBC, FOX5, BBC, CNET, Vougue, WFLA News, Prosieben.  This Mosquito repellent prevents you from getting bitten by mosquitoes and some other nasty bugs.The application emit a very unique high frequency sound (ultra sound) that the insects dislike. The pitch of the sound is so high that most humans will not notice anything.Keep the application close to you and enjoy the outdoors without bites..The app does not guarantee a 100% protection as there are over 3500 known mosquito species in the world and they all react slightly different to the repellent. Use the pitch selector to find optimal repelling frequency for the mosquitoes in your region.Featured1# Healtcare & Fitness:  Germany, Austria, Luxemburg, Spain, Switzerland, Mexico, Turkey, Hungarey, Panama, Romanua, Israel, Croatia, Costa Rica, Guatemala, Domican Rep. Nicaragua, Malta, Madagascar2# Healtcare & Fitness:  Greece, Portugal, Poland, Slovenia, El Salvador, Ecuador, Honduras, Paraguay, Bulgaria, Jordan, Mali, Senegal","Free","Health & Fitness","15.6 MB","Pico Brothers Ltd.","3 stars","8 Ratings","https://itunes.apple.com/us/app/anti-mosquito-sonic-repeller/id385921289?mt=8""
"
"Super Sound Box - 100 Free Sound Effects!","Cookie Balloon LLC","The ultimate FREE sound app! Play 111 AWESOME high quality sound effects with the touch of a button! Annoy your family, scare your friends, confuse your pets!FOR FREE!- Fully customized buttons with lush retina graphics.- Alarms, Weapons, Animals, Funny Voices, Laughs, Scifi FX, and more!Version 1.0 includes these awesome sounds:Alarm, Assault Rifle, Self Destruct, Smoke Alarm, Police, Demonic Laugh, Laser, Ooh Yeah, Kitten, Headshot, Chaching, Bugle Charge.1.1 Includes:Dog, Rooster, Moo, Hockey Organ, Boxing Bell, Horse, What?, Magic Blast, Fart, Gong, Explosion, Door Bell.1.2 Includes:Elephant, Fireworks, Burp, Female Scream, Kiss, Cat Call, Punch, Bummer, Shut Up!, Yeehaw!, Oh Come On!1.4 Includes: Bowling Strike, You Suck!, Powerup, Speak Up, Car Alarm, Evil Toy, Harp, Toy Siren, Train Horn, Excellent, Sonar, Magic Blast 2.1.5 Has 12 more sounds!1.6 Has 12 More!1.14 is now 100 sounds!!Download 300+ Super Sound Box for 225 additional sounds & FREE UPDATES!","Free","Lifestyle","20.3 MB","Cookie Balloon LLC","4 and a half stars","278 Ratings","https://itunes.apple.com/us/app/super-sound-box-100-free-sound/id394858530?mt=8""
"
"Compass 54 Lite","Alexander Galstyan","""Compass 54 Lite"" is a real compass! It shows device's real-time orientation to magnetic fields.If ""Compass 54 Lite"" do not satisfy you everyday needs, you could have ""Compass 54 Pro"".""Compass 54 Pro"" is a package of common, but important data.""Compass 54 Pro"" application includes:1. Compass-- Shows device real-time orientation to magnetic fields.-- Ability to switch between true and magnetic North.2. Location-- Location coordinates (longitude, latitude).-- Course-- Speed-- Altitude-- Ability to switch between mph, feet units and kmh, meter units.3. Weather-- Temperature information.-- Humidity-- Pressure-- Ability to switch between Celsius and Fahrenheit.4. Date-- Current date and time.-- Current GMT time.-- Ability to switch between 12-hour and 24-hour format.5. Map-- Standard map.-- Current location.-- Location tracking. Supports HD Retina Display.Location service provides information using global positioning system (GPS).The weather data collected by Yahoo! Weather API.***PLEASE NOTE*** THIS APPLICATION DOES NOT WORK WITH IPOD TOUCH, IPHONE 3G, ONLY WITH IPHONE 3GS, IPHONE 4G AND IPAD, IPAD2 DEVICES. THERE IS NO BUILT-IN MAGNETOMETER IN IPOD TOUCH, IPHONE 3G.Enjoy Compass 54 Pro & Lite versions!!!","Free","Navigation","10.2 MB","Alex Galstyan","4 stars","7 Ratings","https://itunes.apple.com/us/app/compass-54-lite/id464270330?mt=8""
"
"4shared Mobile","New IT Solutions Ltd.","4shared is a fantastic place for your photos, videos and other media.  Whether you're at home, in the office or on the go, your media travel with you.  Plus, 4shared provides you with a never-ending experience of inspiration discovery. This social-rich platform boasts an impressive media file database, full of current and soon-to-be favorite music, videos and pictures for you.  To make things more interesting, there is a great public search mode, which makes finding content a breeze. Whatever media you fancy, collect it to your 4shared account and enjoy!  By the way, if you want to get your photos noticed, you can easily share them with family, or the whole world. Let’s ooh and ahh, laugh and cry together!Install 4shared mobile and you’ll be able to manage your folders, browse photos, listen to music, and download all necessary files to your 4shared account with your iPhone and iPad. You can create your own playlists and access all your music wherever you are. Never be forced to choose which single album or track to enjoy, have everything that matters on the go!Features:- Full integration with 4shared cloud storage.- Easily manage files and folders.- Sharing links to files and folders both via e-mail and in social networks.- Stream music and videos that you have in your 4shared account without actually downloading them to your device.- Upload photos and videos.We always love to hear from customers, so join us on Facebook and Twitter, or send us an email.","Free","Productivity","22.5 MB","New IT, Ltd.","3 and a half stars","26 Ratings","https://itunes.apple.com/us/app/4shared-mobile/id444426162?mt=8""
"
"Guitar Tuna – The Ultimate Free Tuner for Guitar, Bass and Ukulele with Chord tab game and Metronome","Yousician Ltd","GuitarTuna is the easiest, fastest and most accurate free guitar tuner app out there! Works for Guitar, Bass, 12-string guitar, mandolin, ukulele, banjo, and contains most of the alternative tunings too!***** Guitar Tuna is the #1 most popular guitartuner app on iOS (iPad and iPhone!) *****Why is it the ultimate guitar tuner ever built?• Built by guitarists for guitarists (the ultimate guitar tuner tool we ourselves love)• Simple and easy to use• Mini game to learn guitar chords (with chord diagrams)• Different alternative tuning sets to buy as in-app purchases (including for example drop d, open, custom tuning, ukulele tuning and others)• Works also for Ukulele, Bass and many other instruments (in-app purchases)• Simple and easy to use guitar tuner for electric or acoustic guitars• Actually listens - works with the built-in microphone• Ridiculously accurate - built with award-winning world class audio signal processingAnd that's not all, GuitarTuna is:• Clear visual feedback with signal history - simple and intuitive• Auto mode (lets you tune quickly, hands-free string by string)• Supports left-handed tuning (switch to inverted strings)• Fun game to learn guitar chords (from chord diagram)• Listen, recognize and learn chords (from sound)• Works in noisy conditions (background noise cancellation)• Works with acoustic and electric real guitar• Works for a 6-string real guitar• All packed in one free ultimate guitar tuner tool! For real! For TabsWhat the users say:""Super guitar tuner - thanks for the help and love the individual tab to let u tune each string individual......thanks""Robert Simpson""Best guitartuner ever. I have trouble tuning a guitar but this makes it easy.""""Guitar Tuna is the best guitartuner I've tried, looks good and works well in noisy environments!""""Guitar Tuna: I tried many other guitartuner apps but its da best and accurate. love the game to learn chord diagram good job guys Guitar Tuna :-)""""This is the only real guitar tuner app out there. brings out the guitar hero in me, and chords, notes, solos, riffs, tabs etc will sound just awesome. I am still a rock prodigy on my way to becoming a guitar pro. Learn guitar with tutorials on YouTube, I found this app""""For guitar learning, with guitar lessons, guitar tutorials, guitar teacher, or simply to jam. Guitartuna and his app friends from Ovelin really rock!""“I am a guitar app nut, and have all: Tabtoolkit, Fretsurfer guitar trainer, 7 chords, four chords (or 4 chords), pocketguitar, cleartune, esp guitar experience, guitar tools, ultimate guitar tabs, steel guitar, guitar jam tracks, Gibson learn & master guitar application, Guitartoolkit, Cleartune, Songsterr, lick of the day, 911 tabs, e-chords, guitar world,… still, GuitarTuna is favorite!” - Sven""I bet even my heroes Jimi Hendrix, Eric Clapton, Jimmy Page, Steve Vei, Keith Richards, Jeff Beck, Slash,  B.B. King, Chuck Berry, Van Halen, Marty Schwartz, Justin Sandercoe, Taylor Swift, Bruno Mars, Jason Mraz, David Guetta, Jeff Buckley, israel kamakawiwo'ole and Justin Bieber would use this app”-----*** Got Ideas to make GuitarTuna even better?We're serious about improving Guitar Tuna - only the best stuff for musicians by musicians:Let us know what you think - send a mail to feedback@ovelin.com and we'll get back to you. Together we will build the ultimate guitar tuner tool to play guitar on those tabs. Learn guitar with us!GuitarTuna:*** Developed by Ovelin (www.ovelin.com) ***Developer of the first Online Guitar learning game that works with a real guitar (www.guitarbots.com) - Download the free app here: http://getapp.cc/app/571843349- Or play online with your laptop at: www.guitarbots.com- Trailer: http://www.youtube.com/watch?v=Ksz7qFK_2rg- facebook.com/guitarbots- Lyrics and viritysDeveloper of Award-winning guitar learning game WildChords (#1 music app in 34 countries):- www.wildchords.com- facebook.com/wildchords","Free","Music","21.7 MB","Yousician Ltd","5 stars","3418 Ratings","https://itunes.apple.com/us/app/guitar-tuna-ultimate-free/id527588389?mt=8""
"
"Convert Units FREE app - Units Plus Best Unit & Currency Converter - Metric to Imperial Conversion","Alan Mrvica","This is FREE version of Units Plus ConverterOPTIMIZED for IPhone and iPad Retina display***Now with LIVE Currency Updates for all major currencies in the world*** Very simple and beautifully designed unit converter with 12 categories and many different units: CONVERT: *Area *Currency (155 world currencies updated every 5 min.) *Data-computer data (byte, kilobyte, megabyte, etc.) *Fuel-milage *Length *Power *Pressure *Speed *Temperature *Time (days, weeks, hours, etc.) *Volume (dry and wet) *Weight-mass Currency exchange rates are downloaded once a day when app is opened. Every download uses very small amount of data. Around 1-2kb. Internet connection required. 155 currencies available - This is all world currencies with their respective country flags.","Free","Productivity","1.7 MB","Alan Mrvica","4 and a half stars","786 Ratings","https://itunes.apple.com/us/app/convert-units-free-app-units/id623691968?mt=8""
"
"INSTYLE Magazine","Time Inc.","New!  Experience INSTYLE magazine on the iPad or iPhone! New and improved version with pinch and zoom, retina display and bookmarking capabilities.INSTYLE on the iPad and iPhone brings you the latest fashion and beauty tips to help you create your own unique look. Each issue is packed with celebrity style secrets, hot fashion trends, best beauty buys, hair, makeup, accessories and more. Download our free app today, select the issue for purchase or subscribe and save over 60% off the single copy price! If you currently subscribe to INSTYLE magazine, the iPad and iPhone editions are included once you sign in within the app. InStyle Subscriptions Available:   • 1-month subscription- $1.99, automatically renewed until cancelled   • 1-year subscription - $23.99, automatically renewed until cancelled   • Single issue - $4.99 (no automatic renewal)SUBSCRIBERS’ AUTOMATIC-RENEWAL FEATURE: Your subscription will be charged to your iTunes account at confirmation of purchase and will automatically renew unless auto-renew is turned off at least 24-hours before the end of your current period.  Your iTunes account will automatically be charged at the same price for renewal, as stated above, within 24-hours prior to the end of the current period.Current subscribers may not be canceled during the active subscription period, but you can manage your subscription and/or turn off auto-renewal by visiting your iTunes Account Settings after purchase.NOTE: WHEN PURCHASING A SUBSCRIPTION OR SINGLE-COPY OF THIS TITLE, YOU AGREE TO THE PRIVACY POLICY AND TERMS OF SERVICE WHICH CAN BE VIEWED BY GOING TO: https://subscription.timeinc.com/storefront/privacy/instyle/generic_privacy_new.html?dnp-source=M https://subscription.timeinc.com/storefront/privacy/instyle/privacy_terms_service.html","Free","Lifestyle","10.6 MB","TI Media Solutions Inc.","3 and a half stars","2063 Ratings","https://itunes.apple.com/us/app/instyle-magazine/id475770351?mt=8""
"
"Period and Fertility Tracker from WhatToExpect.com","Everyday Health, Inc.","Trying to conceive? The FREE What to Expect Fertility Tracker app can be your partner in your get-pregnant plans. Keep tabs on your cycle and pick up pointers to fast-track fertilization with this exciting new app from Heidi Murkoff's What to Expect Before You're Expecting, the premiere source of preconception info.    At home or on-the-go, everything you need to know to hit the pregnancy jackpot is all in this app, all right at your fingertips. You'll get...   * A completely personalized calendar that maps out your most fertile days  * Daily baby-making tips to get you closer to your goal  * Access to the What to Expect message boards so you can get support and ideas from your soon-to-be belly buddies  * Estimated due dates for each day you might conceive  * And more! Download the What to Expect Fertility Tracker app today to boost your baby-making efforts. And join Heidi and a whole community of other future moms and dads at WhatToExpect.com","Free","Health & Fitness","7.5 MB","Everyday Health, Inc.","2 stars","105 Ratings","https://itunes.apple.com/us/app/period-fertility-tracker-from/id395980468?mt=8""
"
"Hyatt Hotels","Hyatt","Connect to your destination with the new Hyatt Hotels app. Our app allows you to book and personalize your travel with ease:• Explore and book over 550 Hyatt hotels globally• Find hotels using your current location, or search by city, address or airport• View and cancel reservations at any time• Make reservations using Hyatt Gold Passport® points• Save your Reservations and your Hyatt Gold Passport® details to Passbook• Check-in before you arrive, check-out on the go• Access photos, weather, local time, maps, and turn-by-turn directions to your Hyatt destination• Join Hyatt Gold Passport® and easily access your account details and track your points• Add favorite Hyatt hotels for quick and easy accessUsing the Hyatt app, you can take advantage of Hyatt’s Best Rate Guarantee. With no booking fees, you can book any Hyatt brand including Park Hyatt, Andaz, Grand Hyatt, Hyatt, Hyatt Regency, Hyatt Centric, Hyatt Place, Hyatt House, Hyatt Ziva and Hyatt Zilara, and get the best published rate available anywhere online.","Free","Travel","13.9 MB","Hyatt Corporation","2 stars","8 Ratings","https://itunes.apple.com/us/app/hyatt-hotels/id476639005?mt=8""
"
"Wallpapers iOS 8 edition • HD Lock Screens and Backgrounds using Bing Image Search","Escargot Studios, LLC","Revolutionize the appearance of your Home and Lock Screen with these stunning Wallpapers. A virtually infinite, exquisite collection of wallpapers ranging from abstract to tropics, from space to nature. Over 1 Million pixel-perfect HD wallpapers, over 50 different categories, over 1 Million happy users.Just tap the Preview button to see these wallpapers morph into your device background. Share with friends in a single button tap.Carefully hand-crafted for your iPhone, iPod Touch, and iPad. Simply enjoy the magic powers of the bing image search to get any wallpaper you can only imagine!","Free","Catalogs","5.7 MB","Escargot Studios, LLC","5 stars","1175 Ratings","https://itunes.apple.com/us/app/wallpapers-ios-8-edition-hd/id489711170?mt=8""
"
"Skin My Screen - FREE Animal Print Wallpapers","Appventions","*******************Users Love Skin My Screen!5 Star Review *****""I love how u can pick a lot of different prints and they are all different colors""- Drama Queen155 Star Review *****""I have like almost all of them and they are awesome!""- Soph1235 Star Review *****""Fun, stylish, and tons of options! Can't beat it!""- Gie143 ******************* Make Your iPhone/iPod Look STUNNING with COLORFUL Animal Print Designs!Includes all of your Favorite Animal Print Designs in Vibrant Colors- Zebra- Leopard- Cow- TigerHigh Quality designs that look Fantastic on your Retina Display.Troubleshooting===============Having issues saving your wallpapers in iOS 6? Follow the steps below to resolve the issue.1. Open the ""Settings"" app2. Select ""Privacy""3. Select ""Photos""4. Toggle the ON/OFF switch next to the Skin My Screen app.If you are still having issues, contact us at http://Appventions.com/contact Check out the Best Cases for iPhonehttp://TheBestCaseForiPhone.comMake Your iPhone/iPod Look STUNNING!Try it Free Today!","Free","Lifestyle","4.7 MB","Appventions","3 and a half stars","15 Ratings","https://itunes.apple.com/us/app/skin-my-screen-free-animal/id489807406?mt=8""
"
