"Goal.com","Goal.com","Goal.com the world's number one football website brings you the most up to date and comprehensive football news app for iPhone and iPad. The Goal.com app gives you the latest football news including transfer rumours, team news, live scores and match commentaries - available in 16 languages.Our journalists are on the ground providing detailed coverage of all the top stories and fixtures from hundreds of leagues and competitions from around the world. Including the EPL, Champions League, FA Cup, La Liga, Bundesliga, Serie A, Ligue 1 and International tournaments.The Goal.com app allows you to personalise alerts and notifications for your favourite team so you can follow your club all the time, wherever you are.Features include:• Real time access to all Goal breaking news• Video content• Live match commentary from 18 leagues around the world and major tournaments• League standings from the world’s major leagues• Follow your favourite leagues and clubs• 34 Goal editions optimised to your specific country• Comment on all articles• Plus even more!","Free","Sports","33.0 MB","Goal.com","2 and a half stars","20 Ratings","https://itunes.apple.com/us/app/goal.com/id518026818?mt=8""
"
"Go Make It Rain","Aaron Rivera","Go. Make. It. Rain. It’s that simple. Turn up some Fat Joe, blast the Rack City, and Make those bills Rain over your friends and the unsuspecting people around you. - Go Make It Rain on your friends, enemies, parents, and dare we say teachers, snap an in-app photo, and share it to Facebook or Instagram right from the app.- The more you share, the more you win. Start with US cheddar, skrilla, moula, dolla dolla bills (Oh, we mean the Dollar) and unlock additional currencies like Japan’s Zen Yen or the Mother Land’s Russian Ruble.- Feel like you are a true baller, like you shouldn't be Raining anything but the Benjamins, baby? Become a High Roller and unlock ALL currencies, get rid of ads, and Go Make It Rain with the highest bill denominations every currency has to offer. Did we mention Raining nothing but Benjamins? Oh yeah, we did. *** Go Make It Rain features *** * Content- 6 currencies from around the world- Over 30 combined denominations (bill values)- UNLIMITED bills to Rain give you deeper pockets than you could ever imagine- LISTEN to your money flick off the top of your stack and descend around you- TAKE a photo mid-Rain, with or without flash, and SHARE it from in game or access it any time in your Gallery- SHARE your Rain mayhem over both Facebook and Instagram- UNLOCK more currencies with the more Rain photos you share- TRACK how much total Rain you’ve made in every currency- ACCESS High Roller status in the Vault and instantly get rid of ads, UNLOCK all currencies, and UNVEIL the High Roller EXCLUSIVE top denominations for every currency * Design- Stunning 3D bills Rain down over the heads of your friends and foes- Incorporated augmented reality allows the bills to surround you in a complete virtual environment- Every bill individually cues as it reaches the top of your stack and becomes ready to Rain Keep your wallet full without giving up on the joys of Making It Rain. Connect with us: Visit us at www.gomakeitrain.com or email us at support@gomakeitrain.com Follow us at @GoMakeItRain or on Facebook at www.facebook.com/GoMakeItRain.*Arrow flag used with permission from the original creator, Reddit user BasqueInGlory","Free","Finance","12.3 MB","Aaron Rivera","4 and a half stars","25 Ratings","https://itunes.apple.com/us/app/go-make-it-rain/id632384981?mt=8""
"
"Comics - Read Comic Books & Graphic Novels by comiXology","comiXology","Get swept away in the most immersive comic book and graphic novel reading experience available on your iPad, iPhone, and iPod touch: A free comiXology account is required to sign in and read comics in this comics reader.There’s no superpower necessary for you to be a superfan. Just download comiXology, and get ready to take comics further.Villains plotting. Vixens seducing. And heroes saving the day. For Marvel fanatics, DC devotees and comics newbies, comiXology offers you instant access to more than 50,000 digital comics and graphic novels. Whether you’re hooked on caped crusaders, zombie slayers or inter-galactic love affairs, with comiXology you’ll experience and enjoy comics like never before.- Read all your comiXology comic books and graphic novels.- Experience cinematic, immersive reading with Guided View technology and a reader that lets you easily scan, zoom and flip pages (two pages at a time on iPad!). - Search for and add books to your Wish List.- You can read your comiXology purchases on all your devices.- Enjoy our cloud-based platform with automatic sync across all of your devices.ComiXology's 50,000+ strong library includes:Marvel Comics: The Avengers, Iron Man, Spider-Man, Deadpool, Daredevil, Captain America, The Hulk, The Fantastic Four, Thor, Wolverine and more…DC Comics: Batman, Justice League, Superman, Man of Steel, Green Lantern, Smallville, The Dark Knight, Watchmen, V for Vendetta, Sandman and more…Image Comics: The Walking Dead, Saga, The Adventures of Spawn, and more…IDW: Star Trek, Doctor Who, Judge Dredd, G.I. Joe, Angel, Transformers, Bloom County, My Little Pony, Teenage Mutant Ninja Turtles and more…Disney: Mickey Mouse, Cars, Toy Story, Donald Duck, Finding Nemo, The Lion King, Monsters, Inc., Tron, Epic Mickey and more…You’ll also find titles like Dilbert, Doonesbury, The Simpsons Comics, Red Sonja, The Green Hornet, Vampirella, Adventure Time, Diary of a Wimpy Kid, Atomic Robo and (you guessed it) many more!""ComiXology is changing how comics are read."" – TIME Magazine""Solves the problem of reading comics on the small screen."" – Wired Magazine""Best comic reader in the world!” – Our favorite (uncompensated) fanFIND US-------------------------------Twitter: @comixology Tumblr: comiXology","Free","Books","41.6 MB","comiXology","2 stars","268 Ratings","https://itunes.apple.com/us/app/comics-read-comic-books-graphic/id855282563?mt=8""
"
"My Music - Enjoy Song from Youtube","W. Tang","Simply listen your favorite music anytime, anywhere.Search and listen minions of music and only music from youtube.Create and manage playlist on the fly, no need to login or register.Search for playlist and save directly as yours.Play in background, switch between background and foreground seamlessly .Control from home screen.Three play mode: Shuffle - Endlessly and randomly play from your playlistRepeat - Repeatedly play current songLoop - Play one after one within your playlist, rewind to the first song when reached end of the list.","Free","Music","5.7 MB","Wei Tang","3 and a half stars","146 Ratings","https://itunes.apple.com/us/app/my-music-enjoy-song-from-youtube/id633270514?mt=8""
"
"ICQ — messages and videochat","ICQ","New ICQ mobile makes it easy to connect. Free video chat and voice calls, funny stickers and free text messages. Always keep up with you friends and their latest news. Share your brightest moments and express yourself. ICQ mobile — new messaging app that lets you connect the new way!Video chatMeet with your friends and family any time and any place you want in online video chat. Opposite parts of the town or different cities — one video call in ICQ and you’re together again. Cross any borders with free video calls in ICQ.Free callsMake a free call in ICQ mobile and talk as long as you want, without worrying about the rates. Free international calls to ICQ users in any country — that’s the real freedom to connect.Free textingSend free messages from mobile, get ICQ on your device and text your friends, as if you’re sending free SMS. Use free unlimited messaging to stay in touch.Stickers and smileysChatting is better with stickers and smileys. Express yourself and cheer up your friends with cute and funny stickers and smileys in ICQ. Photo and video messagesShare your brightest moments with friends – send your photos and videos for free in ICQ. Send photo and video messages and stop paying for MMS.New ICQ mobile and unlimited data plan is all you need to stay connected for free! Get the new ICQ on your phone and invite your friends. Use free video chat and unlimited calls, send photo and video messages for free, chat with stickers and smileys.ICQ users can connect for free, from any device and any country. ICQ is available for all mobile platforms and desktop computers.","Free","Social Networking","24.0 MB","ICQ","3 stars","12331 Ratings","https://itunes.apple.com/us/app/icq-messages-and-videochat/id302707408?mt=8""
"
"VK","VKontakte","VK is a social network that unites people all over the world and helps them communicate comfortably and promptly. You can message your friends and see what's new in their lives, share photos, and watch videos. Our users join communities, meet new people, and adore playing games.","Free","Social Networking","14.1 MB","VKontakte","1 and a half stars","207 Ratings","https://itunes.apple.com/us/app/vk/id564177498?mt=8""
"
"Fandango Movies – Times & Tickets","Fandango","Download Fandango - the #1 movie ticketing app. Get movie times, guarantee tickets, watch trailers, Fandango originals & a whole lot more. New in 6.3:  • 	Say hello to Fandango VIP. Sign up for a free Fandango VIP account for better tickets, free perks & more! Already have an account? Great news, you’ve been upgraded automatically. Here’s what’s included with your free Fandango VIP account:•	 Can’t make your movie? With Fandango’s all-new Worry-Free Tickets, return or exchange your tickets for a refund or Fandango credit•	 Save your Fandango partner theater rewards cards & earn points •	 Score free perks like advance movie screenings, movie or music downloads •	 Customize your experience with My Fandango. Save your favorite theaters & movies for faster searching•	 Safely store your credit card for faster purchases & find your purchase history• Optimized for iPhone 6 and iPhone 6 PlusSpotlight: •	 Easily find the top movies, latest videos, special offers & more in the Spotlight Browse Movies + Theaters:•	 Filter movies by genre, MPAA rating & format, including IMAX & 3D •	 With My Fandango, save your favorite theaters & movies •	 Watch high-quality trailers, exclusive interviews & browse movie photos•	 Read Fandango fan ratings & reviews and movie scores from Metacritic•	 Find theaters using the iOS location feature, view them in a list or map & get directions •	 View movie times, MPAA ratings, synopses, run times & director & cast lists•	 Find theater amenities (Reserved Seating, Mobile Ticket, etc.) Purchase Tickets:• 	Can’t make your movie? With Fandango’s all-new Worry-Free Tickets, return or exchange your tickets for a refund or Fandango credit•	 With your Fandango VIP account you can safely store your credit card for faster purchases & find your purchase history  •	 Save your Fandango partner theater rewards cards & earn points •	 Tap Go Now to find a movie playing near you within the next hour •	 Add your Mobile Ticket to Passbook (look for the Mobile Ticket icon to find participating theaters; iPhone/iPod Touch iOS 6+ only) •	 Go straight to the ticket-taker to have your device scanned with Mobile Ticket (Participating theaters only; look for the Mobile Ticket icon) Share + Sync:• 	Rate + Review movies from the app & share with other Fandango users via Facebook, Twitter and Google+Account •	 Don’t miss out on exclusive deals, the hottest trailer releases, breaking news & more! We’re now delivering what you need to know directly to your in-app Mail Box •	 Want an alert when you have new messages?  Set your preferences to receive push notifications•	 Sign in to your Fandango VIP account using Facebook or Google+  Extras for iPad:•	 Tap in to The Pulse for a real time snapshot of what’s selling on Fandango•	 Scroll through photos & videos– all optimized for iPad’s retina displayBy downloading, installing & using this App, you agree to Fandango’s Privacy Policy (http://www.fandango.com/PrivacyPolicy.aspx) Terms of Use (http://www.fandango.com/TermsOfUse.aspx) and Purchase Policy (http://www.fandango.com/PurchasePolicy.aspx)Thanks for using our app! We appreciate your feedback and would love to hear from you. Send suggestions and issues to: iphoneappcomments@fandango.com","Free","Entertainment","20.2 MB","Fandango","5 stars","583 Ratings","https://itunes.apple.com/us/app/fandango-movies-times-tickets/id307906541?mt=8""
"
"Battery Magic: Battery Life Battery Stats Battery Charge & Saver all in one!","myNewApps.com","The FREE Battery Life & Stats app. Precise Battery Monitor, Data & Battery Analytics with years of Battery Boost Features! The Battery Life & Battery Saver! Battery Usage & Tips included! Give your Battery a Boost Today with Battery Magic!The #1 Battery App has been updated for iOS 8 - iPhone 6 + and is FREE! Lots of Battery Stats and Custom Battery Themes!Offers the LARGEST Battery Display for your viewing pleasure!OVER 10,000,000 iPod/iPhone/iPad USERS LOVE USING BATTERY MAGIC! ALERT - The paid version, 'Battery Magic Elite' has Greater than 1% Accuracyand is ON SALE for 99¢ -  from $3.99!! Save $3.00!!!Battery Magic “FREE” 5.1 has been released with new battery themesadded: Now you can change the look and feel of your battery withexciting new themes to choose from! iOS 8 and iPhone 6 + compatible! If you like the FREE version, there is a PAID version called “BatteryMagic Elite” with great new features including Charge Alert, FullCycle Maintenance Charging and you can even use your OWN PHOTOS foryour battery themes! Accuracy greater than 1% Look what our users are saying about Battery Magic!""This App is 200% better than anything else out there. For the iPodTouch, it omit things that only the iPhone uses. It factors inutilities as to let us know how much time we have left on it. Greatstuff!!! Glad it's free.""The Ramey Blimp - 5 STARS""Awesome - Best Battery app. Insanely accurate. I use Battery Magic all the time.""Migulrocks - 5 STARS""If I could give this app more than 5 stars, I'd do it. Great job.""Cras411 - 5 STARS""Battery Magic is Nicely Done - A Sleek & Simple Battery Meter. Fantastic!""PowerHouse - 5 STARS Usage in Hours and Minutes- Game Play 3D- Game Play- Talk Time- 3G Internet- Wi-Fi Internet- Video Playback- Audio Playback- Standby Time- iPod touch Video Play Time- iPod touch Audio Play Time- Time To Fully Re-Charge the BatteryBattery Magic FREE 5.0 has been thoroughly tested on all the devicesin our lab, including the new iPhone 6 +, iOS 7 and now iOS 8Compatible with OS 4.3/8.xx","Free","Business","7.4 MB","infoSpider, Inc.","4 and a half stars","59 Ratings","https://itunes.apple.com/us/app/battery-magic-battery-life/id326132785?mt=8""
"
"foodpanda - Order Food Delivery for Pizza, Burger and Sushi","Foodpanda","HUNGRY? EXPERIENCE THE BEST CHOICE OF FOOD IN YOUR HAND! Tap, choose, and enjoy your yummy meal from many restaurants in your neighbourhood with foodpanda. Your one-stop food delivery service for all. One app, one account, 20+ countries! And all this for FREE! Whether you like Pizza, Burgers, Sushi, Italian, Chinese, Indian or any other of our favorite cuisines. Ordering through the free foodpanda app guarantees that your meal will be delivered fast, hot and tasty. Available in India, Singapore, Malaysia, Thailand, Pakistan & Taiwan and many more (full list below). --------------------------------------------------------- OUR APP IS EASY AS 1, 2, 3:1. Find nearby restaurants2. Choose your food3. Get it deliveredThat's it! ENJOY YOUR MEAL.--------------------------------------------------------- FEATURES OVERVIEW: • SAVE MONEY by using our exclusive deals and vouchers. • CUSTOMIZE YOUR MEAL with sauces and toppings, just like you would do in the restaurant. • SECURE MOBILE PAYMENT simple and safe with cashless payment.• EASY CHECKOUT foodpanda can store your several addresses (home, work, etc.) to make it easy for you. • REMEMBER your orders, foodpanda saves your past orders to easily reorder it . • MANY CHOICES order food delivery from over 100 different restaurants in your area. FOODPANDA IS FULLY AVAILABLE IN: Asia-Pacific: India, Thailand, Indonesia, Pakistan, Singapore, Malaysia, Vietnam, Taiwan, Hong Kong, Philippines, Bangladesh, Kazakhstan, Azerbaijan, BruneiEurope: Romania, Bulgaria, Georgia --------------------------------------------------------- Reviews & Feedback: Unfortunately, we're not able to answer reviews here in the App Store, if you need help or if you have any suggestion, email us at contact@foodpanda.com. We'd love to hear from you. Follow us on Facebook (fb.com/foodpandahellofood) and on Twitter (@foodpandaglobal).","Free","Food & Drink","15.6 MB","Internet Services Polen Sp. z o.o.","4 and a half stars","560 Ratings","https://itunes.apple.com/us/app/foodpanda-order-food-delivery/id758103884?mt=8""
"
"Hunt Pro - Calls and Solunar Calendar","K SOLUTION LLC","Hunt Pro integrates crystal clear hunting calls with powerful sound track mixer, Solunar Calendar for best hunting and fishing times, and social networking in a single package.If you intend to use the calls for hunting, check first your local game laws for legal use.","Free","Sports","34.9 MB","K SOLUTION LLC","4 stars","21 Ratings","https://itunes.apple.com/us/app/hunt-pro-calls-solunar-calendar/id427112959?mt=8""
"
"Horoscope ®","TELEMAQUE","iHoroscope App: Face the day!#1 Horoscope #10+ Million downloads #4 Rewind Apps 2010Start your morning off right! Efficiently manage life’s situations or get tangled in a web of unfolding drama? Choose to read your unique horoscope and find out what the stars have in store for you! Waking up on the right foot has never felt better! Download our horoscope app now and get real time predictions! Our asters provide daily advice on love, work, health, and success based on mathematical calculations of the date, time and place of your birth!Download the iHoroscope App and get your free daily, weekly, monthly and yearly personal horoscope on your preferred Apple device. NEW FEATURE: Every week, discover what signs will be the most compatible with yours and those to avoid.EXCLUSIVELY on iPhone: New Live Chat Reading! Our application allows you to chat live with the best psychics! Simply, ask your question to one of our trusted psychics and in a few seconds receive a clear and accurate answer. We guarantee a 100% personalized service, carried out by authentic psychics.Contact us at: mobile-support@telemaque.fr","Free","Health & Fitness","56.8 MB","TELEMAQUE","4 stars","222 Ratings","https://itunes.apple.com/us/app/horoscope/id329504506?mt=8""
"
"Omegle","Omegle.com LLC","Omegle is an app for meeting new friends. When you use Omegle, it picks another user at random and let you have a one-on-one chat with each other. Chats are completely anonymous, although there is nothing to stop you from revealing personal details if you choose to.","$0.99","Social Networking","2.8 MB","Omegle.com LLC","2 and a half stars","780 Ratings","https://itunes.apple.com/us/app/omegle/id318233700?mt=8""
"
"Clipchat - Twitter and Snapchat Combined, Save and Screenshot Free","Iddiction","Clipchat - a new way to share private moments with your followers. Join in on the fun! FANTASTIC FEATURES: THE FEED – Easily post images or videos to the Feed for all of your followers to view!SELF-DESTRUCT – Shared clips will disappear forever once they’ve been viewed!PIXELATED – The unique pixelation effect makes clip previews fun and safe for all!SECURE – Industrial-strength encryption makes your content private!BEAUTIFUL – Designed with elegance and user experience in mind!FAST – Reply to clips from followers and share with one single tap!Reviews: “A fun, self-destructing photo app that also happens to be beautifully designed” - Appoday“Clipchat is without doubt a better app — it's all of Snapchat and more” - Tech News Daily“It’s simple. Snapchat is bread. Clipchat is sliced bread” - Happy ClipchatterClipchat is a revolutionary new way to share the simple moments that make up every day life. Capture images or 5 second video clips and post them to the Feed to share with all of your followers! Oh, and don’t worry – top secret clips can still be sent as Direct Messages to your friends. Link Clipchat to your social media accounts to find friends and follow our curated list of awesome Clipchatters on the “Suggested Users” page. Whether you’re sharing a funny face with your followers or a breathtaking sunset, Clipchat is your window into life’s special moments. Don’t miss out! Get in touch:Clipchat: helloclipchatTwitter, Instagram & Vine: @clipchat Facebook: facebook.com/clipchat","Free","Social Networking","8.7 MB","Iddiction, Inc.","4 stars","381 Ratings","https://itunes.apple.com/us/app/clipchat-twitter-snapchat/id587653192?mt=8""
"
"How to Cook Everything for iPhone","Culinate, Inc.","This first-of-its-kind app of the bestselling cookbook—How to Cook Everything® from New York Times columnist Mark Bittman—has 2,000 recipes, 400 how-to illustrations, and a host of features that appeal to cooks on the go.••• If you have an iPad, you may want to check out the iPad-optimized How to Cook Everything universal app, which runs on both iPad and iPhone. Just click on the Related tab above to open the Universal How to Cook Everything icon.•••Here’s some of what’s on tap:• From this award-winning book: Mark Bittman’s 2,000 recipes and recipe variations—as well as his no-nonsense cooking guidance, including hundreds of how-to illustrations; equipment, technique, and ingredient information; and meal-planning ideas.• Easy-to-use and flexible search capabilities, as well as the ability to browse recipes and reference information.• Handy built-in timers, placed throughout the recipe steps, which run even when the app is not.• Well-organized shopping lists that make it easy to buy ingredients—and whatever other groceries you need at home.• Convenient printing of recipes and shopping lists.• Cooking inspiration: Bittman’s Picks, Featured Recipe, Quick Dinners, and Favorites, which provide quick access to selected recipes.• All recipe and reference content is embedded in the app, which means that you can use the app even if you don’t have a network connection.• Swipe between recipe steps with a flick across the screen.• Add recipes to the calendar app.• Feed your friends: Integration with Facebook and Twitter allows you to share what you’re cooking with your social network!• Email up to 10 recipes a month to yourself or to friends.• Be global: Automatically convert temperatures and quantities to metric if that’s your preference.• This app is the perfect complement to the book and an invaluable reference.• • • • • Starbucks App of the Week, November 2011Featured in Apple’s iPhone Apps Starter KitBon Appétit's Top Food and Cooking App, Fall 2011We think users of the app say it best:“I don’t often do feedback, but I thought I have to in this instance! Y’all need to hear it. I bought and downloaded your Mark Bittman iPhone cookbook yesterday. I was struck by how well it was designed for the iPhone. Great, great interface. Just Beautiful. Well executed. I love it. Thank you so much.”   — lmlee“Love your app! It has inspired me to take culinary adventures. Aside from the no-nonsense approach I am also liking the variations for the recipes. I appreciate the way it encourages creativity.”   — mimayjoy“Thank you so much for bringing ""How to Cook Everything"" to the iPhone! I love the cookbook and am so happy that there is now an App... in fact, I just gifted it to my mother, sisters and sister-in-law”   — david2002• • • • •","$4.99","Food & Drink","30.1 MB","Culinate, Inc.","4 and a half stars","9 Ratings","https://itunes.apple.com/us/app/how-to-cook-everything-for/id367690249?mt=8""
"
