"Fishing Spots - Angling Map & Trip Weather","WeatherSphere","With nearly half a million users and hundreds of thousands of fishing spots, this app is the fastest and easiest way to find a fishing spot near you! Use from home, or on the go.Anglers will also appreciate:- Share picture and location of your catch right after the fact- Add new spots for others to discover- Comment on and rate others catch- Current Weather and forecast for every spot.- Stocking Schedules for most states- Fish Identification charts, fishing Knot Guides- Communicate with other users privately when needed- Very active discussion forums. Get new forums added for your interests on demand! For example we recently added Kayak Fishing, Bow Fishing, Fly Fishing.- Best Fishing Times for any spot, or your current location! - Tide Chart for any spot, or your current locationIf you do not see nearby spots for your region, just let us know in the inbuilt forum and we will add some right away!**User Comments**- Best app known to mankind - @kameleon28- This app is becoming the best app in any category keep up the good work - @tonybru- Nick, the Informative Fisherman is a fan! @informativefisherman- and many more...Notes: * Best Fishing Times and Tide Charts require an in-app purchase * We cannot guarantee the accuracy of each and every spot in the systemPlease follow twitter stream at http://twitter.com/hidef_radar","Free","Sports","8.5 MB","WeatherSphere","4 and a half stars","326 Ratings","https://itunes.apple.com/us/app/fishing-spots-angling-map/id417922502?mt=8""
"
"Phone Swipe – Accept Credit Cards with a Phone Swipe Merchant Services Account and Mobile Reader for Credit Card Processing","North American Bancard","Accept credit cards anytime and anywhere by transforming your iPhone, iPad, or iPod touch into a credit card terminal and point-of-sale solution with Phone Swipe. Sign up for a free Phone Swipe merchant services account and receive your free Phone Swipe mobile credit card reader to accept Visa, MasterCard, American Express, Discover and PayPal. Phone Swipe is backed by North American Bancard, an industry leader in credit card processing with over 20 years of experience in merchant services.***FEATURES***• Receive funds within 1 business day• Credit Card transaction types: New Charge, Refund, Void, Pre-Authorization, or Forced Transaction• Accept multiple methods of payment with Split Tender• Cash register functionality available• GeoTax automatically calculates tax rate based on location• Add discounts at the item and cart level• Add modifiers to items through Item Options and include multiple prices• Make it simple for your customers to include a tip• Create easy to access color-coded categories, including adding popular items to your Favorites• Email or print (AirPrint and Star thermal printer) professional-looking customized receipts• View analytics about your business with real-time transaction reports within the app that track sales, refunds, and voids• Manage your business using account activity alerts and reports through Phone Swipe Inside• Live customer supportAbout North American Bancard: Provides merchant services and credit card processing for more than 250,000 merchants nationwide, processes more than $34 billion annually in credit card transactions, and offers live online and telephone support for its merchants.We love your feedback! Please email any comments or suggestions to feedback@phoneswipe.com","Free","Business","11.8 MB","North American Bancard, Inc.","4 stars","994 Ratings","https://itunes.apple.com/us/app/phone-swipe-accept-credit/id405364611?mt=8""
"
"Growth: charts for baby and child tracking","Clafou Apps","Be confident that your baby or child is growing at the right pace. This app plots your child's growth curves and calculates exact percentiles using the most authoritative growth reference data.• All ages: perfect for newborns and older children• WHO and CDC growth charts (birth to up to 20 years)• Also includes preterm charts (Fenton) and corrected age• Metric (kg, cm) and US (lb, oz, ft, inches) units• Exact percentiles of your baby's measurements• Official paper templates and custom-fit charts• Email your charts and your list of measurements• Transfer your data to other devices (AirDrop or email)• Export as CSV for use in spreadsheets or backups• Printing and PDF exportIf you like this free app, upgrade to get: • Unlimited number of children. Plot them together to compare their growth.• Body Mass Index (BMI) calculation. BMI chart with WHO percentiles.• Unlimited percentile calculation beyond age 1• Data import for transfers and backups","Free","Medical","5.5 MB","Sebastien Molines","4 and a half stars","8 Ratings","https://itunes.apple.com/us/app/growth-charts-for-baby-child/id446639811?mt=8""
"
"Color Effects FX HD Free - ReColor & Splash Photo Effect Editor for FB,gmail","LV GUANGSHEN","Color Effects FX HD lets you quickly and easily give photos a dramatic look by converting them to black and white, while keeping your chosen details in color. This effect draws the viewers' attention to the colored areas, creating striking images.The intuitive and responsive multi-touch user interface makes Color Effects FX HD amazingly easy and fun to use.Use your finger as a brush to ""paint"" sections of your image black and white, or to bring back the original color.Features:- Choose photos to edit from your iPhone photo library or Camera.- Save and share your edited images.- Choose different size of brushes.- Zooming in and out using the two-finger pinching gesture allows you to work on details with pixel-accuracy.- Hide the toolbars in full screen mode.","Free","Photo & Video","14.6 MB","LV GUANGSHEN","3 and a half stars","400 Ratings","https://itunes.apple.com/us/app/color-effects-fx-hd-free-recolor/id597847507?mt=8""
"
"Chat for Omegle (Talk with Strangers)","FunPokes Inc.","Making new friends is now an entertaining iPhone and IPad experience.With ""Chat for Omegle"" you can chat with 1000's of other people who are ready to meet you. You can turn your next few minutes of down time into an exciting conversation. Don't waste your time. Make a new friend anywhere, anytime.IMPORTANT NOTE: ""Chat for Omegle"" is not affiliated with Omegle or omegle.com in any way. Features Include:   - Chat with thousands of people around the world   - Landscape and portrait support   - Clean user interface   - Automatic Scrolling","Free","Social Networking","12.0 MB","FunPokes, Inc.","3 stars","105 Ratings","https://itunes.apple.com/us/app/chat-for-omegle-talk-strangers/id447269854?mt=8""
"
"NBA Game Time 2014-15","NBA Digital","Follow the excitement of the NBA Season with NBA Game Time for iPhone, iPad and iPod Touch, the award-winning official FREE app of the NBA- now updated for the 2014-15 season!Sprint Customer Exclusive! Get free access to NBA Game Time Plus, an ad free experience with live radio broadcasts and game video highlights - all FREE with an Unlimited data plan from Sprint. FeaturesUpgrade to NBA LEAGUE PASS - Watch live NBA regular-season games (blackout restrictions apply) - New! NBA LEAGUE PASS now includes access on your tablet, desktop and phone when you subscribe to NBA LEAGUE PASS via NBA Game Time- Choose between watching the home or away broadcast - Watch full or condensed replays of each game available on the 2014-15 NBA LEAGUE PASS schedule.- Access a breadth of NBA history with an on-demand collection of NBA Hardwood Classics- Set excitement alerts for NBA LEAGUE PASS gamesNBA Game Time- Watch game recap and team videos  - Follow live stats, scores, and schedules for every NBA game- Watch live press conferences and highlights from around the league- Get team rosters, follow league leaders and get the latest league news- Set Customized Alerts : Excitement Notifications for big moments, Threshold Notifications to follow your favorite player as they break personal records and Game Alerts so you never miss a moment- Follow the social buzz with live twitter streams for each game - Customize to feature your favorite team Upgrade to NBA Game Time Plus- Access all Game Time features- Choose the home and away live radio broadcasts for every game- Watch game highlights and video from around the league including NBA TV and NBA on TNT clips- Advertising FREENote: If you purchased NBA LEAGUE PASS through your cable or satellite provider, follow the steps below to activate NBA LEAGUE PASS on your iPhone, iPod touch or iPad:1. Download the free NBA Game Time app 2. Open the NBA Game Time app, under the menu, choose SETTINGS/INFO3. Choose NBA League Pass Login and enter your NBA email and password4. Launch live games from the scheduleIf you just activated your account with your provider, it could take up to 72 hours before you are able to activate on your iPhone, iPod Touch or iPad.iOS7 or higher compatible","Free","Sports","48.7 MB","NBA Digital","2 and a half stars","71 Ratings","https://itunes.apple.com/us/app/nba-game-time-2014-15/id335744614?mt=8""
"
"Quotes;","3ight LLC","Find the quote that represent you and your heart!Over hundreds of quote designs, there has to be a design for you!+ share with all your friends+ support Facebook, Twitter, Email, SMS+ over hundreds of best designs","Free","Catalogs","44.4 MB","3ight LLC","4 stars","9 Ratings","https://itunes.apple.com/us/app/quotes/id418092714?mt=8""
"
"TMZ","Telepictures Productions","Get everything TMZ in the palm of your hand -- from 24/7 exclusives and breaking celebrity news to the hottest videos and galleries   Plus ... watch ""TMZ Live,"" ""TMZ Sports"" and clips from ""TMZ” TV without ever leaving the app. Is that the TMZ newsroom in your pocket, or ...","Free","Entertainment","19.4 MB","Telepictures Productions","2 stars","16 Ratings","https://itunes.apple.com/us/app/tmz/id299948601?mt=8""
"
"App Gamer Magazine - The Ultimate Gaming Magazine For News, Reviews, Guides & More Of Badass Adventure & Online Multiplayer Games. E.G. Infinity Blade 3 (Pro HD)","Geek Driven Media, Inc.","DOWNLOAD ISSUE 01 FREE!5 STARS!!! >>>  ""It is a really good magazine, offering not only good games, but also anime tips and a cool little session for important things(like the big problem of Lulu,a weird app that invades your privacy). Overall a wonderful mag that i gladly recommend to everyone"" - Vira19695 STARS!!! >>>  ""Love it! Great app :)"" - AndrewA11145 STARS!!! >>>  ""I don't have time to play 100 crappy games to find 1 good one, so this magazine is awesome for me"" - Duncan Smith 5 STARS!!! >>>  ""After reading through this magazine and checking out the games, it was well worth the download and I will continue to check it out in the future!!!"" - TheCharisma*The above quotes are actual iTunes 5-star reviews from ""App Gamer Magazine™"" readers across the globe.----------------------App Gamer Magazine is a monthly magazine for modern gamers ditching tradition console games for incredible tablet & smartphone gaming experiences. Enjoy In-depth game guides, game previews, game reviews and more to help you find at least 3 great game apps each month; including 1 free game, so you can spend more time playing...And less time searching.---------------+++ Featured in the What's Hot section in the US+++App Gamer Magazine™ Subscription available:A single issue for $4.99 (non-subscription)1-month subscription for Only $1.99, automatically renewed until canceled1-Year subscription for Only $14.99, save 75%, automatically renewed until canceledPayment for all purchases will be charged to your iTunes account at the confirmation of your purchase.SUBSCRIBERS' AUTOMATIC-RENEWAL FEATURE: Your subscription automatically renews unless auto-renew is turned off at least 24-hours before the end of the current period. your iTunes account will automatically be charged at the same price for renewal 24-hours prior to the end of the current period (another year for annual subscribers, another month for monthly subscribers) unless you change your subscription preferences in your account settings. You can manage your subscriptions through your Account settings after purchase. No cancellation of the current subscription is allowed during active subscription period. Please go to http://AppGamerHQ.com for more information Note: Email info@appgamerhq.com if you have any issues, concerns or find bugs in the gaming magazine. We will respond immediately.","Free","Games","16.5 MB","Geek Driven Media Inc.","4 stars","8 Ratings","https://itunes.apple.com/us/app/app-gamer-magazine-ultimate/id670097598?mt=8""
"
"iPharmacy - Pill ID & Rx Reminder","SigmaPhone LLC","Identify your pills, find the lowest price for your Rx, understand your medication treatment, lower your healthcare bill. Now receive you daily health tips from trusted resources! ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ Join millions healthcare professionals and consumers users who download iPharmacy! Coming this Fall: A grand prize will be awarded to the 3,000,000th user. ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ Introducing BerkeleyWellness -- ""BeWell"", your daily approach to a long and healthful life! >>> Powered by University of California, Berkeley School of Public Health & Remedy Health Media << User testimonials <<< “This application has helped me with identifying many pills and has given me GREAT information on the 12 medications I take!” A Diabetes Patient “iPharmacy is a one-stop shopping for medicine information and savings.” A Patient “ I use iPharmacy to make sure all my medicines play nicely with each other and to know when is the best time to take them. “ A Traumatic Brain Injury Survivor <<<< Powered by GoodRx to find the lowest meds: Easily compare prices at local and mail order pharmacies to find the lowest price. Plus, find coupons, savings tips and more! --- Over 1 million prices for more than 6,000 drugs at every major US pharmacy chain and many local stores --- Prices from all major US pharmacy chains and online pharmacies Information on manufacturer discount cards (free coupons provided by pharmaceutical manufacturers that can save you $500 or more) ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ **An excellent medical dictionary for both consumers and health professionals** **Save up to 75% on prescription with a FREE discount card** ** Built-in 12,000 pill and package images** ** Controlled substances which are susceptible to addiction and abuse are labelled by US Department of Justice schedules. Best for law enforcement officers. MEDICATION GUIDE # Identify medication of interest by brand name, generic name (ingredient), color/shape/imprint and bar code! # ""Best iPhone App for Prescription Reference"" in the O'Reilly book titled ""Best iPhone Apps"", (2nd edition) 2010. (http://bit.ly/BestRxRef) # 2000 Controlled Substances by DEA Scheduling # Identify more than 10000 drug by imprint, color and shape! # Find out customer ratings / comments of your prescription. # Most commented medication includes XANAX, OXYCONTIN, ZOLOFT, PERCOCET, LISINOPRIL, ADDERALL, GABAPENTIN, ATIVAN, VICODIN and more. The PRESCRIPTION DISCOUNT CARD -- FREE pre-activated prescription discount card sponsored by RxRelief. -- Show the RxRelief card at your local pharmacy and save up to 75% on medication. -- Accepted by Walgreens, CVS, Walmart, Target, Kroger, Costco, RiteAid & 60,000+ participating pharmacies** -- Find a nearby discount pharmacy using pharmacy locator REMINDER TO TRACK YOUR MEDICATION Maintaining a proper medication schedule requires discipline, and a helping hand from the iPharmacy app. Medical compliance is one of the biggest boosts you can give to your health. The iPharmacy app enables you to set reminders for multiple medications. MEDICATION GUIDE INCLUDES oExclusively FDA-approved drug information such as: oIndications & Usage oDosage & administration oContraindications oWarnings and precautions oAdverse reactions oDrug interactions oOverdosage Plus more features coming soon! Please visit our website or email info@medconnections.com for further information. The iPharmacy application and its owners are not affiliated with FDA. All information presented by the application is for educational purpose solely. Nothing on the application should be taken to constitute professional advice or a formal recommendation. We exclude all representations and warranties relating to the content and use of these applications.","$1.99","Medical","9.4 MB","SigmaPhone LLC","3 and a half stars","1514 Ratings","https://itunes.apple.com/us/app/ipharmacy-pill-id-rx-reminder/id348702163?mt=8""
"
"Ghost Radar®: CLASSIC","Spud Pickles","Ghost Radar® is the original application designed to detect paranormal activity. Ghost Radar® attempts to detect paranormal activity by making various readings on the device. Traditional paranormal equipment can be easily fooled when simple mundane bursts of normal energy occur. Ghost Radar® sets itself apart by analyzing the readings and giving indications only when interesting patterns in the readings have been made. This is the Classic version of the ORIGINAL Ghost Radar®.  Please visit http://www.ghostradar.com/GhostRadarLegacy for more information on the advanced features of Ghost Radar®: LEGACY including:* logged word lists* email capability* advanced user interface* advanced settings* the VOXPlease note we offer no guarantees of accuracy or any warranties, therefore, since results from this application cannot be verified scientifically the app should be used for entertainment purposes.","Free","Entertainment","12.1 MB","Jack Jones","3 and a half stars","55 Ratings","https://itunes.apple.com/us/app/ghost-radar-classic/id368470785?mt=8""
"
